,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type,country
0,0.9492888224624458,0.0,0.9597989949748742,0.13428571428571426,0.951730539716218,0.017713365539452495,0.45246509178910255,0.0,0.0,1,uk
1,0.9398771717160699,0.7635212888377446,0.0,0.0,0.9032331587322637,0.07568438003220611,0.0,0.0,0.0,5,uk
2,0.923503477951825,0.8009205983889529,0.8844221105527638,0.3571428571428571,0.966450072934624,0.05958132045088566,0.49042618900555895,0.0,0.27450980392156865,2,uk
3,0.932872153124018,0.827963176064442,0.0,0.52,0.966184856119878,0.22705314009661834,0.0,0.9142857142857141,0.0,7,uk
4,0.9687997331421494,0.0,0.0,0.20285714285714285,0.9490783715687574,0.00322061191626409,0.0,0.0,0.0,1,uk
5,0.0,0.8239355581127734,0.8190954773869346,0.6342857142857143,0.0,0.0,0.3576281655342804,0.5174603174603174,0.08884803921568626,7,uk
6,0.8483799978879265,0.7255466052934407,0.9020100502512561,0.3742857142857143,0.9718870176369183,0.0933977455716586,0.45246509178910255,0.07077803799115273,0.0,1,uk
7,0.9249216718999094,0.7502876869965478,0.8542713567839195,0.36,0.9681739822304736,0.0,0.5299567634342186,0.0,0.0,3,uk
8,0.9281448399637373,0.7405063291139241,0.8743718592964823,0.38,0.9685718074525926,0.09017713365539452,0.5206917850525015,0.0,0.0,1,uk
9,0.9313680080275644,0.7767548906789414,0.8442211055276381,0.46571428571428564,0.0,0.09178743961352656,0.45246509178910255,0.0,0.1764705882352941,3,uk
10,0.9284026934088425,0.8457997698504028,0.0,0.6685714285714285,0.9717544092295453,0.0,0.5528103767757875,0.20952380952380953,0.0,7,uk
11,0.0,0.6786125267137925,0.7211055276381909,0.33999999999999997,0.965919639305132,0.08856682769726248,0.5577516985793699,0.0,0.0,1,uk
12,0.8122744635045285,0.7491369390103568,0.9095477386934673,0.3028571428571429,0.9592892189364807,0.10305958132045089,0.5639283508338481,0.0,0.2941176470588235,2,uk
13,0.926984499460759,0.7399309551208286,0.8994974874371858,0.3742857142857143,0.9628696459355524,0.09822866344605474,0.5429277331686225,0.0,0.0,3,uk
14,0.9308093255631684,0.7301495972382048,0.5707849592791543,0.38285714285714284,0.9673783317862353,0.0,0.45246509178910255,0.0,0.0,1,uk
15,0.9241051359904064,0.7479861910241657,0.8994974874371858,0.44,0.965787030897759,0.09822866344605474,0.49660284126003695,0.0,0.0,2,uk
16,0.9275861574993405,0.7894131185270427,0.0,0.0,0.9555761835300359,0.10305958132045089,0.4867201976528721,0.0,0.0,2,uk
17,0.9254373787901224,0.851553509781358,0.0,0.5685714285714285,0.9695000663042037,0.0,0.5114268066707843,0.5428571428571428,0.0,7,uk
18,0.9227728931906913,0.73590333716916,0.9070351758793969,0.46285714285714286,0.9676435486009813,0.10305958132045089,0.49845583693638046,0.07077803799115273,0.0,1,uk
19,0.9254158910030297,0.6786125267137925,0.0,0.8685714285714285,0.9346240551650976,0.07829502757038989,0.0,0.0,0.0,5,uk
20,0.9189910426624666,0.8716915995397009,0.0,0.6428571428571428,0.9746717941917519,0.0,0.5151327980234712,0.19999999999999998,0.0,7,uk
21,0.9293051804667147,0.7399309551208286,0.8944723618090452,0.3628571428571428,0.0,0.08695652173913043,0.0,0.0,0.08884803921568626,1,uk
22,0.8122744635045285,0.0,0.5707849592791543,0.4314285714285714,0.9696326747115769,0.1111111111111111,0.4916615194564546,0.0,0.0,2,uk
23,0.9265977192930999,0.6786125267137925,0.0,0.5685714285714285,0.9688370242673386,0.0,0.0,0.5047619047619047,0.0,7,uk
24,0.9391465869549354,0.6786125267137925,0.8994974874371858,0.3771428571428571,0.951067497679353,0.01932367149758454,0.5355157504632488,0.21904761904761902,0.0,1,uk
25,0.9332159577174926,0.739355581127733,0.922110552763819,0.35428571428571426,0.9623392123060602,0.07829502757038989,0.5361334156886967,0.0,0.6862745098039215,2,uk
26,0.9374275639875611,0.7934407364787112,0.0,0.33999999999999997,0.9648587720461479,0.0,0.6034589252625077,0.0,0.0,6,uk
27,0.930465520969693,0.739355581127733,0.5707849592791543,0.3514285714285714,0.0,0.09822866344605474,0.0,0.028571428571428567,0.4313725490196078,1,uk
28,0.9492028713140774,0.8164556962025317,0.9497487437185929,0.26,0.946293595013924,0.037037037037037035,0.45246509178910255,0.0,0.0,3,uk
29,0.8122744635045285,0.7445339470655927,0.9070351758793969,0.36,0.9647261636387747,0.09017713365539452,0.5311920938851142,0.0,0.0,2,uk
30,0.0,0.6786125267137925,0.2537688442211055,0.38857142857142857,0.9032331587322637,0.05314009661835749,0.45246509178910255,0.0,0.0,2,uk
31,0.0,0.7652474108170312,0.9045226130653266,0.3257142857142857,0.9692348494894577,0.0933977455716586,0.5046324891908586,0.0,0.0,1,uk
32,0.9444755581537967,0.7848101265822786,0.0,0.3142857142857143,0.9518631481235911,0.00966183574879227,0.5404570722668314,0.0,0.0,1,uk
33,0.9192488961075727,0.8544303797468356,0.0,0.6914285714285714,0.9775891791539584,0.0,0.5182211241507103,0.17777777777777778,0.0,7,uk
34,0.9233745512292719,0.7669735327963176,0.8869346733668341,0.3641125541125539,0.9032331587322637,0.09017713365539452,0.5145151327980234,0.0,0.0,3,uk
35,0.9453350696374843,0.8072497123130035,0.5707849592791543,0.1657142857142857,0.9519957565309642,0.017713365539452495,0.596046942557134,0.0,0.0,3,uk
36,0.921612552687713,0.761795166858458,0.0,0.42,0.9713565840074262,0.061191626409017714,0.4959851760345892,0.0,0.0,2,uk
37,0.9360523456136605,0.0,0.9095477386934673,0.31714285714285717,0.9632674711576715,0.02254428341384863,0.5410747374922792,0.0,0.0,1,uk
38,0.9354936631492645,0.7744533947065594,0.9623115577889446,0.0,0.9032331587322637,0.09178743961352656,0.5071031500926498,0.0,0.27450980392156865,2,uk
39,0.9226439664681383,0.0,0.8668341708542713,0.40857142857142853,0.970295716748442,0.09822866344605474,0.45246509178910255,0.0,0.0,2,uk
40,0.9246638184548033,0.7220943613348678,0.0,0.5342857142857143,0.9710913671926802,0.10144927536231883,0.4990735021618283,0.0,0.1764705882352941,2,uk
41,0.8483799978879265,0.7163406214039125,0.6809045226130652,0.36857142857142855,0.9773239623392124,0.09017713365539452,0.5596046942557134,0.0,0.4705882352941176,1,uk
42,0.0,0.7439585730724971,0.5707849592791543,0.44571428571428573,0.9032331587322637,0.0933977455716586,0.5281037677578753,0.0,0.2352941176470588,2,uk
43,0.8122744635045285,0.6786125267137925,0.5707849592791543,0.4028571428571428,0.9591566105291076,0.0,0.5132798023471279,0.0,0.19607843137254902,2,uk
44,0.9261249879770714,0.7405063291139241,0.0,0.0,0.9698978915263229,0.10466988727858292,0.493514515132798,0.07077803799115273,0.0,2,uk
45,0.9312390813050113,0.73590333716916,0.879396984924623,0.32,0.9684391990452196,0.10305958132045089,0.5416924027177269,0.0,0.08884803921568626,1,uk
46,0.929391131615084,0.7376294591484466,0.8919597989949748,0.4257142857142857,0.9647261636387747,0.08695652173913043,0.5262507720815317,0.07077803799115273,0.37254901960784315,1,uk
47,0.0,0.0,0.0,0.0,0.9969500066304205,0.43478260869565216,0.5515750463248918,0.0,0.0,7,uk
48,0.949675602630105,0.830264672036824,0.0,0.2857142857142857,0.9636652963797906,0.01610305958132045,0.7115503397158739,0.0,0.1568627450980392,2,uk
49,0.8122744635045285,0.0,0.9999999999999999,0.33714285714285713,0.961278345047076,0.0933977455716586,0.5033971587399629,0.07077803799115273,0.0,2,uk
50,0.9485582377013122,0.8262370540851554,0.5707849592791543,0.0,0.946293595013924,0.024154589371980676,0.5651636812847437,0.0,0.0,1,uk
51,0.9260820124028868,0.7652474108170312,0.914572864321608,0.4371428571428571,0.9618087786765682,0.10466988727858292,0.4959851760345892,0.0,0.5686274509803921,2,uk
52,0.9100091476579344,0.0,0.43718592964824116,0.0,0.9885956769659197,0.0,0.4688079061148857,0.0,0.0,6,uk
53,0.9353217608525268,0.8624856156501727,0.19597989949748743,0.4971428571428571,0.961410953454449,0.0,0.6145768993205681,0.0,0.0,6,uk
54,0.9475268239208869,0.7773302646720369,0.5707849592791543,0.2514285714285714,0.9519957565309642,0.07829502757038989,0.5892526250772081,0.0,0.2156862745098039,1,uk
55,0.9265117681447306,0.8377445339470657,0.0,0.5657142857142857,0.9718870176369183,0.0,0.0,0.4984126984126984,0.08884803921568626,7,uk
56,0.9335167867367824,0.7715765247410817,0.9773869346733668,0.38,0.9598196525659727,0.0821256038647343,0.5114268066707843,0.07077803799115273,0.0,2,uk
57,0.9362242479103982,0.7991944764096663,0.8869346733668341,0.3771428571428571,0.9522609733457102,0.0821256038647343,0.5423100679431747,0.07077803799115273,0.0,1,uk
58,0.9225150397455852,0.7376294591484466,0.8844221105527638,0.3641125541125539,0.966184856119878,0.1111111111111111,0.49227918468190235,0.0,0.08884803921568626,2,uk
59,0.953027697416486,0.7658227848101267,0.8994974874371858,0.23428571428571426,0.9546479246784246,0.01932367149758454,0.62816553428042,0.0,0.0588235294117647,1,uk
60,0.9280588888153689,0.8486766398158804,0.0,0.5714285714285714,0.9683065906378465,0.0,0.5268684373069795,0.5047619047619047,0.0,7,uk
61,0.9305084965438777,0.7784810126582279,0.5707849592791543,0.4342857142857143,0.9553109667152899,0.0933977455716586,0.5429277331686225,0.0,0.0,3,uk
62,0.9224720641714006,0.7410817031070197,0.5707849592791543,0.0,0.9717544092295453,0.0,0.4972205064854849,0.0,0.4705882352941176,1,uk
63,0.9386738556389069,0.8498273878020715,0.9422110552763818,0.08285714285714285,0.9550457499005437,0.0,0.5558987029030266,0.0,0.0,1,uk
64,0.8122744635045285,0.7416570771001152,0.9095477386934673,0.44857142857142857,0.9675109401936083,0.09822866344605474,0.45246509178910255,0.0,0.0,2,uk
65,0.9109546102899895,0.7479861910241657,0.5707849592791543,0.8628571428571428,0.9375414401273042,1.0,0.0,0.0,0.0,5,uk
66,0.9256522566610439,0.7439585730724971,0.8894472361809045,0.46285714285714286,0.9675109401936083,0.10305958132045089,0.4959851760345892,0.0,0.4117647058823529,2,uk
67,0.9455929230825904,0.8239355581127734,0.9798994974874371,0.3641125541125539,0.9481501127171463,0.0,0.5861642989499691,0.0,0.0,3,uk
68,0.9296060094860055,0.7479861910241657,0.9045226130653266,0.38857142857142857,0.9679087654157273,0.09178743961352656,0.5188387893761581,0.07077803799115273,0.2156862745098039,1,uk
69,1.0,0.0,0.0,0.2857142857142857,0.9303805861291606,0.01932367149758454,1.0,0.0,0.4705882352941176,2,us
70,0.7832047487203297,0.7600690448791716,0.9472361809045226,0.2257142857142857,0.9546479246784246,0.0,0.6189005558987029,0.02585765488991292,0.0,1,us
71,0.9466673124371994,0.0,0.9170854271356783,0.24857142857142855,0.9576979180480043,0.030595813204508857,0.6084002470660901,0.0,0.33333333333333337,1,us
72,0.9246638184548033,0.826812428078251,0.0,0.7828571428571429,0.966052247712505,0.0,0.5836936380481778,0.17142857142857143,0.10867397806580255,7,us
